sessionMedium,sessionSource,date,deviceCategory,fullPageUrl,pageReferrer,country,eventName,isKeyEvent,activeUsers,keyEvents
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),475,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),269,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.livehindustan.com/,India,page_view,(not set),181,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),177,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),170,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),166,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),161,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),158,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),145,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.jansatta.com/,India,page_view,(not set),111,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),108,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),96,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),96,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),76,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),75,0
cpc,google,2024-07-23,mobile,eadic.in/mbiminda/,https://jobidea.in/,India,page_view,(not set),68,0
cpc,google,2024-07-24,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),66,0
cpc,google,2024-07-22,mobile,eadic.in/mbiminda/,https://jobidea.in/,India,page_view,(not set),65,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,,India,page_view,(not set),62,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),61,0
cpc,google,2024-07-25,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),60,0
cpc,google,2024-07-23,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),56,0
cpc,google,2024-07-23,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),56,0
cpc,google,2024-07-24,mobile,eadic.in/mbiminda/,https://jobidea.in/,India,page_view,(not set),54,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),52,0
cpc,google,2024-07-25,mobile,eadic.in/mbiminda/,https://jobidea.in/,India,page_view,(not set),51,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.todaycareersindia.com/,India,page_view,(not set),48,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),47,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),46,0
cpc,google,2024-07-25,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),46,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),45,0
cpc,google,2024-07-26,mobile,eadic.in/mbiminda/,https://jobidea.in/,India,page_view,(not set),45,0
cpc,google,2024-07-28,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),43,0
cpc,google,2024-07-26,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),42,0
cpc,google,2024-07-25,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),40,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://www.todaycareersindia.com/,India,page_view,(not set),39,0
cpc,google,2024-07-25,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),36,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://m.jansatta.com/,India,page_view,(not set),34,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),34,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://hi.pitbr.com/,India,page_view,(not set),33,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),33,0
cpc,google,2024-07-22,mobile,eadic.in/,,India,page_view,(not set),32,0
cpc,google,2024-07-25,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),30,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),30,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://electricalguider.com/,India,page_view,(not set),29,0
cpc,google,2024-07-23,mobile,eadic.in/,,India,page_view,(not set),29,0
cpc,google,2024-07-21,mobile,eadic.in/mbiminda/,https://subodhbabu.com/,India,page_view,(not set),27,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),26,0
cpc,google,2024-07-21,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),26,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),25,0
cpc,google,2024-07-21,mobile,eadic.in/,,India,page_view,(not set),24,0
cpc,google,2024-07-28,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),24,0
(none),(direct),2024-07-31,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),23,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.jobupdate.in/,India,page_view,(not set),23,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),23,0
cpc,google,2024-07-22,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),23,0
cpc,google,2024-07-25,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),23,0
cpc,google,2024-07-26,mobile,eadic.in/mbiminda/,https://job.faydaworld.com/,India,page_view,(not set),23,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://wheresmycard.com/,India,page_view,(not set),23,0
cpc,google,2024-07-17,mobile,eadic.in/,,India,page_view,(not set),22,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),22,0
cpc,google,2024-07-25,mobile,eadic.in/,,India,page_view,(not set),22,0
cpc,google,2024-07-27,mobile,eadic.in/mbiminda/,https://jobidea.in/,India,page_view,(not set),22,0
cpc,google,2024-07-20,mobile,eadic.in/,,India,page_view,(not set),21,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),21,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),21,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://www.todaycareersindia.com/,India,page_view,(not set),20,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.jagranjosh.com/,India,page_view,(not set),20,0
cpc,google,2024-07-22,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),20,0
cpc,google,2024-07-24,mobile,eadic.in/,,India,page_view,(not set),20,0
cpc,google,2024-07-27,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),20,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://netflixvip.in/,India,page_view,(not set),20,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://netflixvip.in/,India,page_view,(not set),20,0
cpc,google,2024-07-19,mobile,eadic.in/,,India,page_view,(not set),19,0
cpc,google,2024-07-23,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),19,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://www.todaycareersindia.com/,India,page_view,(not set),19,0
cpc,google,2024-07-30,mobile,eadic.in/,,India,page_view,(not set),19,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://hi.pitbr.com/,India,page_view,(not set),18,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),18,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://wheresmycard.com/,India,page_view,(not set),18,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://www.todaycareersindia.com/,India,page_view,(not set),18,0
cpc,google,2024-07-29,mobile,eadic.in/,,India,page_view,(not set),18,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://www.privatejobhub.in/,India,page_view,(not set),18,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://www.kgknews.com/,India,page_view,(not set),18,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://wheresmycard.com/,India,page_view,(not set),17,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://hi.pitbr.com/,India,page_view,(not set),17,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.todaycareersindia.com/,India,page_view,(not set),17,0
cpc,google,2024-07-28,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),17,0
cpc,google,2024-07-28,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),17,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://www.todaycareersindia.com/,India,page_view,(not set),17,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://perfactnews.com/,India,page_view,(not set),16,0
cpc,google,2024-07-18,mobile,eadic.in/,,India,page_view,(not set),15,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://wheresmycard.com/,India,page_view,(not set),15,0
cpc,google,2024-07-29,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),15,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),14,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.jagran.com/,India,page_view,(not set),14,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,,India,page_view,(not set),14,0
cpc,google,2024-07-23,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),14,0
cpc,google,2024-07-24,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),14,0
cpc,google,2024-07-27,mobile,eadic.in/mbiminda/,https://subodhbabu.com/,India,page_view,(not set),14,0
cpc,google,2024-07-27,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),14,0
cpc,google,2024-07-27,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),14,0
cpc,google,2024-07-28,mobile,eadic.in/mbiminda/,https://jobidea.in/,India,page_view,(not set),14,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://www.todaygkcurrentaffairs.in/,India,page_view,(not set),14,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),13,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://www.todaygkcurrentaffairs.in/,India,page_view,(not set),13,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://hi.topbignews.com/,India,page_view,(not set),13,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.jagranjosh.com/,India,page_view,(not set),13,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,,India,page_view,(not set),13,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://www.todaycareersindia.com/,India,page_view,(not set),13,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://subodhbabu.com/,India,page_view,(not set),12,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://www.todaygkcurrentaffairs.in/,India,page_view,(not set),12,0
cpc,google,2024-07-21,mobile,eadic.in/mbiminda/,https://jobidea.in/,India,page_view,(not set),12,0
cpc,google,2024-07-23,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),12,0
cpc,google,2024-07-24,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),12,0
cpc,google,2024-07-27,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),12,0
cpc,google,2024-07-28,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),12,0
cpc,google,2024-07-29,mobile,eadic.in/mbiminda/,https://wheresmycard.com/,India,page_view,(not set),12,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://www.sabhijobs.com/,India,page_view,(not set),12,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://www.sabhijobs.com/,India,page_view,(not set),12,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://www.todaygkcurrentaffairs.in/,India,page_view,(not set),12,0
cpc,google,2024-07-16,mobile,eadic.in/,,India,page_view,(not set),11,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://www.privatejobhub.in/,India,page_view,(not set),11,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://geniusjankari.com/,India,page_view,(not set),11,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),11,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),11,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.todaygkcurrentaffairs.in/,India,page_view,(not set),11,0
cpc,google,2024-07-22,mobile,eadic.in/mbiminda/,https://subodhbabu.com/,India,page_view,(not set),11,0
cpc,google,2024-07-22,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),11,0
cpc,google,2024-07-23,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),11,0
cpc,google,2024-07-25,mobile,eadic.in/mbiminda/,https://job.faydaworld.com/,India,page_view,(not set),11,0
cpc,google,2024-07-26,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),11,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://utua.com.br/,India,page_view,(not set),11,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://www.privatejobhub.in/,India,page_view,(not set),11,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,,India,page_view,(not set),10,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.tv9hindi.com/,India,page_view,(not set),10,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://hi.pitbr.com/,India,page_view,(not set),10,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),10,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.jansatta.com/,India,page_view,(not set),10,0
cpc,google,2024-07-26,mobile,eadic.in/mbiminda/,https://netflixvip.in/,India,page_view,(not set),10,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://gayawallah.com/,India,page_view,(not set),10,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://netflixvip.in/,India,page_view,(not set),10,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://hi.pitbr.com/,India,page_view,(not set),9,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://www.kgknews.com/,India,page_view,(not set),9,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://naibharat.com/,India,page_view,(not set),9,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://hi.topbignews.com/,India,page_view,(not set),9,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://taazajob.in/,India,page_view,(not set),9,0
cpc,google,2024-07-24,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),9,0
cpc,google,2024-07-26,mobile,eadic.in/mbiminda/,https://subodhbabu.com/,India,page_view,(not set),9,0
cpc,google,2024-07-27,mobile,eadic.in/,,India,page_view,(not set),9,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://wheresmycard.com/,India,page_view,(not set),8,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://www.sabhijobs.com/,India,page_view,(not set),8,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://sarkarinaukriupdate.com/,India,page_view,(not set),8,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://perfactnews.com/,India,page_view,(not set),8,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://utua.com.br/,India,page_view,(not set),8,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://www.todaygkcurrentaffairs.in/,India,page_view,(not set),8,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://www.newsleader.in/,India,page_view,(not set),8,0
cpc,google,2024-07-21,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),8,0
cpc,google,2024-07-28,mobile,eadic.in/,,India,page_view,(not set),8,0
cpc,google,2024-07-28,mobile,eadic.in/mbimindi/,https://netflixvip.in/,India,page_view,(not set),8,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://hi.pitbr.com/,India,page_view,(not set),8,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://www.indjobgovt.com/,India,page_view,(not set),8,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,,India,page_view,(not set),8,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://unum.com.br/,India,page_view,(not set),8,0
cpc,google,2024-07-31,mobile,eadic.in/,,India,page_view,(not set),8,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://www.ejobfinder.in/,India,page_view,(not set),8,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://www.todaygkcurrentaffairs.in/,India,page_view,(not set),8,0
cpc,google,2024-07-17,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),7,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.govnokri.com/,India,page_view,(not set),7,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://naibharat.com/,India,page_view,(not set),7,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://www.newsleader.in/,India,page_view,(not set),7,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.jobupdate.in/,India,page_view,(not set),7,0
cpc,google,2024-07-20,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),7,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://studentskhabar.org/,India,page_view,(not set),7,0
cpc,google,2024-07-21,mobile,eadic.in/mbiminda/,https://job.faydaworld.com/,India,page_view,(not set),7,0
cpc,google,2024-07-25,mobile,eadic.in/mbimindi/,https://taazajob.in/,India,page_view,(not set),7,0
cpc,google,2024-07-26,mobile,eadic.in/,,India,page_view,(not set),7,0
cpc,google,2024-07-26,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),7,0
cpc,google,2024-07-27,mobile,eadic.in/mbiminda/,https://job.faydaworld.com/,India,page_view,(not set),7,0
cpc,google,2024-07-27,mobile,eadic.in/mbimindi/,https://netflixvip.in/,India,page_view,(not set),7,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://electricalguider.com/,India,page_view,(not set),7,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://phwheels.com/,India,page_view,(not set),7,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://www.indjobgovt.com/,India,page_view,(not set),7,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),7,0
(none),(direct),2024-07-30,mobile,eadic.in/mbimindi/,https://googleads.g.doubleclick.net/,India,page_view,(not set),6,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://perfactnews.com/,India,page_view,(not set),6,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://electricalguider.com/,India,page_view,(not set),6,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.efiling.co.in/,India,page_view,(not set),6,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.todaygkcurrentaffairs.in/,India,page_view,(not set),6,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://taazajob.in/,India,page_view,(not set),6,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://rjjobalert.com/,India,page_view,(not set),6,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.govnokri.com/,India,page_view,(not set),6,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.jagran.com/,India,page_view,(not set),6,0
cpc,google,2024-07-24,mobile,eadic.in/mbiminda/,https://netflixvip.in/,India,page_view,(not set),6,0
cpc,google,2024-07-25,mobile,eadic.in/mbimindi/,https://netflixvip.in/,India,page_view,(not set),6,0
cpc,google,2024-07-27,mobile,eadic.in/mbimindi/,https://www.jobkaka.com/,India,page_view,(not set),6,0
cpc,google,2024-07-29,mobile,eadic.in/mbiminda/,https://unum.com.br/,India,page_view,(not set),6,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://hi.pitbr.com/,India,page_view,(not set),6,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://www.kgknews.com/,India,page_view,(not set),6,0
cpc,google,2024-07-31,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),6,0
cpc,google,2024-07-31,mobile,eadic.in/mbimindi/,https://hi.pitbr.com/,India,page_view,(not set),6,0
cpc,google,2024-07-16,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),5,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://examfinder.in/,India,page_view,(not set),5,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.newsgama.in/,India,page_view,(not set),5,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.sabhijobs.com/,India,page_view,(not set),5,0
cpc,google,2024-07-18,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),5,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://studentskhabar.org/,India,page_view,(not set),5,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://www.govnokri.com/,India,page_view,(not set),5,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://www.jansatta.com/,India,page_view,(not set),5,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://studentskhabar.org/,India,page_view,(not set),5,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://taazajob.in/,India,page_view,(not set),5,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://utua.com.br/,India,page_view,(not set),5,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.newsleader.in/,India,page_view,(not set),5,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.privatejobhub.in/,India,page_view,(not set),5,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://nextcard.in/,India,page_view,(not set),5,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://rgsupportboy.com/,India,page_view,(not set),5,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://rjjobalert.com/,India,page_view,(not set),5,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://www.jansatta.com/,India,page_view,(not set),5,0
cpc,google,2024-07-22,mobile,eadic.in/mbiminda/,https://job.faydaworld.com/,India,page_view,(not set),5,0
cpc,google,2024-07-24,mobile,eadic.in/mbimindi/,https://www.govnokri.com/,India,page_view,(not set),5,0
cpc,google,2024-07-25,mobile,eadic.in/mbimindi/,https://www.todaycareersindia.com/,India,page_view,(not set),5,0
cpc,google,2024-07-26,mobile,eadic.in/mbiminda/,https://naibharat.com/,India,page_view,(not set),5,0
cpc,google,2024-07-26,mobile,eadic.in/mbiminda/,https://www.jobkaka.com/,India,page_view,(not set),5,0
cpc,google,2024-07-28,mobile,eadic.in/mbimindi/,https://pmkvy.net/,India,page_view,(not set),5,0
cpc,google,2024-07-28,mobile,eadic.in/mbimindi/,https://www.todaygkcurrentaffairs.in/,India,page_view,(not set),5,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://pmkvy.net/,India,page_view,(not set),5,0
cpc,google,2024-07-29,mobile,eadic.in/mbimindi/,https://unum.com.br/,India,page_view,(not set),5,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://rjjobalert.com/,India,page_view,(not set),5,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://ujalatv.in/,India,page_view,(not set),5,0
cpc,google,2024-07-30,mobile,eadic.in/mbimindi/,https://www.ejobfinder.in/,India,page_view,(not set),5,0
organic,google,2024-07-09,desktop,eadic.in/,https://www.google.com/,India,page_view,(not set),5,0
organic,google,2024-07-15,desktop,eadic.in/,https://www.google.com/,India,page_view,(not set),5,0
paid,fb,2024-07-27,mobile,eadic.in/mbimindi/,http://m.facebook.com/,Nigeria,page_view,(not set),5,0
cpc,google,2024-07-16,mobile,eadic.in/mbimindi/,https://rjjobalert.com/,India,page_view,(not set),4,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://navbharattimes.indiatimes.com/,India,page_view,(not set),4,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://rgsupportboy.com/,India,page_view,(not set),4,0
cpc,google,2024-07-17,mobile,eadic.in/mbimindi/,https://www.newsleader.in/,India,page_view,(not set),4,0
cpc,google,2024-07-18,mobile,eadic.in/mbimindi/,https://unum.com.br/,India,page_view,(not set),4,0
cpc,google,2024-07-19,mobile,eadic.in/mbiminda/,https://googleads.g.doubleclick.net/,India,page_view,(not set),4,0
cpc,google,2024-07-19,mobile,eadic.in/mbimindi/,https://www.livehindustan.com/,India,page_view,(not set),4,0
cpc,google,2024-07-20,mobile,eadic.in/contacto/,https://eadic.in/,India,page_view,(not set),4,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://naibharat.com/,India,page_view,(not set),4,0
cpc,google,2024-07-20,mobile,eadic.in/mbimindi/,https://www.sabhijobs.com/,India,page_view,(not set),4,0
cpc,google,2024-07-21,mobile,eadic.in/mbiminda/,https://nextcard.in/,India,page_view,(not set),4,0
cpc,google,2024-07-21,mobile,eadic.in/mbiminda/,https://taazajob.in/,India,page_view,(not set),4,0
cpc,google,2024-07-21,mobile,eadic.in/mbiminda/,https://wheresmycard.com/,India,page_view,(not set),4,0
cpc,google,2024-07-22,mobile,eadic.in/mbiminda/,https://nextcard.in/,India,page_view,(not set),4,0
cpc,google,2024-07-22,mobile,eadic.in/mbiminda/,https://wheresmycard.com/,India,page_view,(not set),4,0
cpc,google,2024-07-22,mobile,eadic.in/mbimindi/,https://job.faydaworld.com/,India,page_view,(not set),4,0
cpc,google,2024-07-22,mobile,eadic.in/mbimindi/,https://jobidea.in/,India,page_view,(not set),4,0
